File Version,BWRam4.15_8
38,786.746697646848,12710.5713057454,29.5805568647775,1476.5,65535,1544,67.5,0,0,0,1,1,1,
39,786.869184442623,12708.5927339796,31.5591286305698,1431,65535,1623,192,0,0,0,1,1,1,
40,786.991662550762,12706.6149183696,33.5369442406154,1362,65535,1609.5,247.5,0,0,0,1,1,1,
41,787.114131967547,12704.6378585568,35.5140040533643,1345.5,65535,1712.5,367,0,0,0,1,1,1,
42,787.236592689259,12702.6615541832,37.4903084270354,1346,65535,1918.5,572.5,0,0,0,1,1,1,
43,787.359044712179,12700.6860048906,39.4658577196114,1483.5,65535,2253,769.5,0,0,0,1,1,1,
44,787.48148803259,12698.7112103214,41.4406522888366,1463.5,65535,2468.5,1005,0,0,0,1,1,1,
45,787.603922646772,12696.737170118,43.4146924922206,1546.5,65535,2640,1093.5,0,0,0,1,1,1,
46,787.726348551008,12694.7638839232,45.3879786870384,1708,65535,2841,1133,0,0,0,1,1,1,
47,787.848765741577,12692.7913513799,47.3605112303303,1806.5,65535,2996.5,1190,0,0,0,1,1,1,
48,787.971174214764,12690.8195721313,49.3322904789075,1873,65535,3063.5,1190.5,0,0,0,1,1,1,
49,788.093573966847,12688.8485458209,51.3033167893354,2015.5,65535,3201,1185.5,0,0,0,1,1,1,
50,788.21596499411,12686.8782720922,53.2735905179561,2074.5,65535,3389,1314.5,0,0,0,1,1,1,
51,788.338347292834,12684.9087505893,55.2431120208676,2196.5,65535,3528.5,1332,0,0,0,1,1,1,
52,788.460720859299,12682.9399809563,57.2118816539387,2309,65535,3685,1376,0,0,0,1,1,1,
53,788.583085689788,12680.9719628374,59.179899772811,2406,65535,3813,1407,0,0,0,1,1,1,
54,788.705441780582,12679.0046958773,61.1471667328824,2524,65535,3969.5,1445.5,0,0,0,1,1,1,
55,788.827789127963,12677.0381797209,63.1136828893214,2530,65535,4031,1501,0,0,0,1,1,1,
56,788.950127728212,12675.0724140131,65.0794485970673,2481,65535,4019,1538,0,0,0,1,1,1,
57,789.072457577611,12673.1073983994,67.0444642108196,2504,65535,4127.5,1623.5,0,0,0,1,1,1,
58,789.19477867244,12671.1431325252,69.0087300850446,2510.5,65535,4149,1638.5,0,0,0,1,1,1,
59,789.317091008982,12669.1796160362,70.9722465739851,2564.5,65535,4148,1583.5,0,0,0,1,1,1,
60,789.439394583518,12667.2168485786,72.9350140316456,2665.5,65535,4330,1664.5,0,0,0,1,1,1,
61,789.56168939233,12665.2548297984,74.8970328117921,2728.5,65535,4334,1605.5,0,0,0,1,1,1,
62,789.683975431699,12663.2935593422,76.8583032679744,2667,65535,4258.5,1591.5,0,0,0,1,1,1,
63,789.806252697906,12661.3330368567,78.8188257534912,2591,65535,4183.5,1592.5,0,0,0,1,1,1,
64,789.928521187234,12659.3732619888,80.7786006214246,2730,65535,4313,1583,0,0,0,1,1,1,
65,790.050780895963,12657.4142343856,82.7376282246223,2672.5,65535,4314.5,1642,0,0,0,1,1,1,
66,790.173031820375,12655.4559536945,84.6959089156935,2638,65535,4213,1575,0,0,0,1,1,1,
67,790.295273956751,12653.4984195632,86.6534430470238,2649,65535,4234.5,1585.5,0,0,0,1,1,1,
68,790.417507301374,12651.5416316394,88.6102309707621,2689,65535,4240,1551,0,0,0,1,1,1,
69,790.539731850524,12649.5855895714,90.566273038834,2678,65535,4223,1545,0,0,0,1,1,1,
70,790.661947600483,12647.6302930073,92.5215696029263,2712,65535,4210,1498,0,0,0,1,1,1,
71,790.784154547533,12645.6757415957,94.4761210145007,3131,65535,4660.5,1529.5,0,0,0,1,1,1,
72,790.906352687954,12643.7219349854,96.4299276247893,2678,65535,4152.5,1474.5,0,0,0,1,1,1,
73,791.02854201803,12641.7688728254,98.3829897847845,2723,65535,4186.5,1463.5,0,0,0,1,1,1,
74,791.15072253404,12639.8165547649,100.335307845264,2720,65535,4206.5,1486.5,0,0,0,1,1,1,
75,791.272894232267,12637.8649804534,102.286882156764,2633.5,65535,4085.5,1452,0,0,0,1,1,1,
76,791.395057108992,12635.9141495406,104.237713069599,2621.5,65535,4062,1440.5,0,0,0,1,1,1,
77,791.517211160496,12633.9640616764,106.187800933843,2639,65535,4082.5,1443.5,0,0,0,1,1,1,
78,791.639356383061,12632.0147165108,108.137146099358,2545.5,65535,3971,1425.5,0,0,0,1,1,1,
79,791.761492772969,12630.0661136944,110.085748915759,2615,65535,4029.5,1414.5,0,0,0,1,1,1,
80,791.8836203265,12628.1182528778,112.033609732445,2630.5,65535,4027,1396.5,0,0,0,1,1,1,
81,792.005739039938,12626.1711337116,113.980728898583,2664.5,65535,4058.5,1394,0,0,0,1,1,1,
82,792.127848909562,12624.2247558471,115.927106763107,2628.5,65535,3994,1365.5,0,0,0,1,1,1,
83,792.249949931655,12622.2791189355,117.87274367473,2694.5,65535,4076,1381.5,0,0,0,1,1,1,
84,792.372042102498,12620.3342226283,119.817639981929,2606,65535,3974.5,1368.5,0,0,0,1,1,1,
85,792.494125418372,12618.3900665772,121.761796032959,2669.5,65535,4027,1357.5,0,0,0,1,1,1,
86,792.616199875559,12616.4466504344,123.705212175848,2591,65535,3900.5,1309.5,0,0,0,1,1,1,
87,792.73826547034,12614.5039738518,125.647888758393,2589.5,65535,3850,1260.5,0,0,0,1,1,1,
88,792.860322198998,12612.562036482,127.589826128164,2579.5,65535,3873.5,1294,0,0,0,1,1,1,
89,792.982370057813,12610.6208379777,129.531024632504,2589.5,65535,3887,1297.5,0,0,0,1,1,1,
90,793.104409043067,12608.6803779917,131.471484618531,2689,65535,3969,1280,0,0,0,1,1,1,
91,793.226439151042,12606.7406561771,133.411206433135,2746.5,65535,4034,1287.5,0,0,0,1,1,1,
92,793.348460378018,12604.8016721872,135.35019042298,2680,65535,4021,1341,0,0,0,1,1,1,
93,793.470472720278,12602.8634256757,137.288436934499,2681.5,65535,3970,1288.5,0,0,0,1,1,1,
94,793.592476174103,12600.9259162963,139.225946313907,2754.5,65535,4083,1328.5,0,0,0,1,1,1,
95,793.714470735774,12598.989143703,141.162718907186,2684.5,65535,3964,1279.5,0,0,0,1,1,1,
96,793.836456401573,12597.0531075501,143.098755060095,2679,65535,3975,1296,0,0,0,1,1,1,
97,793.958433167782,12595.117807492,145.034055118169,2500,65535,3742.5,1242.5,0,0,0,1,1,1,
98,794.080401030681,12593.1832431835,146.968619426712,2607.5,65535,3847.5,1240,0,0,0,1,1,1,
99,794.202359986553,12591.2494142794,148.902448330808,2627.5,65535,3901.5,1274,0,0,0,1,1,1,
100,794.324310031679,12589.3163204349,150.835542175313,2656,65535,3938,1282,0,0,0,1,1,1,
101,794.44625116234,12587.3839613053,152.767901304856,2627.5,65535,3909,1281.5,0,0,0,1,1,1,
102,794.568183374818,12585.4523365464,154.699526063849,2672,65535,3959,1287,0,0,0,1,1,1,
103,794.690106665395,12583.5214458137,156.63041679647,2627.5,65535,3862.5,1235,0,0,0,1,1,1,
104,794.812021030352,12581.5912887635,158.560573846682,2653.5,65535,3857.5,1204,0,0,0,1,1,1,
105,794.93392646597,12579.661865052,160.489997558212,2732.5,65535,3929.5,1197,0,0,0,1,1,1,
106,795.05582296853,12577.7331743356,162.418688274569,2650,65535,3880.5,1230.5,0,0,0,1,1,1,
107,795.177710534315,12575.8052162712,164.346646339047,2689.5,65535,3927,1237.5,0,0,0,1,1,1,
108,795.299589159607,12573.8779905155,166.273872094696,2579.5,65535,3843,1263.5,0,0,0,1,1,1,
109,795.421458840685,12571.9514967258,168.200365884364,2637.5,65535,3903,1265.5,0,0,0,1,1,1,
110,795.543319573832,12570.0257345595,170.126128050659,2516,65535,3779.5,1263.5,0,0,0,1,1,1,
111,795.66517135533,12568.1007036742,172.051158935974,2535,65535,3834,1299,0,0,0,1,1,1,
112,795.78701418146,12566.1764037277,173.975458882476,2547,65535,3759.5,1212.5,0,0,0,1,1,1,
113,795.908848048503,12564.2528343781,175.899028232114,2530.5,65535,3837,1306.5,0,0,0,1,1,1,
114,796.030672952741,12562.3299952836,177.821867326607,2510,65535,3766,1256,0,0,0,1,1,1,
115,796.152488890455,12560.4078861027,179.743976507454,2414,65535,3685.5,1271.5,0,0,0,1,1,1,
116,796.274295857927,12558.4865064943,181.665356115935,2567.5,65535,3849,1281.5,0,0,0,1,1,1,
117,796.396093851438,12556.5658561171,183.5860064931,2569,65535,3827.5,1258.5,0,0,0,1,1,1,
118,796.517882867271,12554.6459346304,185.505927979792,2635,65535,3899,1264,0,0,0,1,1,1,
119,796.639662901705,12552.7267416936,187.425120916616,2639,65535,3895,1256,0,0,0,1,1,1,
120,796.761433951024,12550.8082769662,189.343585643961,2595,65535,3843.5,1248.5,0,0,0,1,1,1,
121,796.883196011508,12548.8905401082,191.261322501998,2692.5,65535,3975,1282.5,0,0,0,1,1,1,
122,797.004949079438,12546.9735307795,193.178331830672,2672,65535,3934.5,1262.5,0,0,0,1,1,1,
123,797.126693151097,12545.0572486405,195.094613969706,2591.5,65535,3866.5,1275,0,0,0,1,1,1,
124,797.248428222766,12543.1416933516,197.01016925861,2584.5,65535,3869.5,1285,0,0,0,1,1,1,
125,797.370154290726,12541.2268645735,198.924998036668,2605.5,65535,3855,1249.5,0,0,0,1,1,1,
126,797.491871351259,12539.3127619673,200.839100642937,2662.5,65535,3929,1266.5,0,0,0,1,1,1,
127,797.613579400646,12537.3993851939,202.752477416265,2706,65535,3939,1233,0,0,0,1,1,1,
128,797.735278435169,12535.4867339149,204.665128695269,2613,65535,3859,1246,0,0,0,1,1,1,
129,797.85696845111,12533.5748077918,206.577054818363,2618.5,65535,3838,1219.5,0,0,0,1,1,1,
130,797.978649444749,12531.6636064865,208.488256123717,2625,65535,3871,1246,0,0,0,1,1,1,
131,798.100321412369,12529.7531296609,210.398732949297,2551,65535,3816.5,1265.5,0,0,0,1,1,1,
132,798.22198435025,12527.8433769774,212.308485632848,2554.5,65535,3792.5,1238,0,0,0,1,1,1,
133,798.343638254675,12525.9343480983,214.217514511893,2580,65535,3843,1263,0,0,0,1,1,1,
134,798.465283121924,12524.0260426865,216.125819923733,2650,65535,3898.5,1248.5,0,0,0,1,1,1,
135,798.58691894828,12522.1184604047,218.033402205458,2593,65535,3871.5,1278.5,0,0,0,1,1,1,
136,798.708545730023,12520.2116009163,219.940261693931,2633,65535,3858,1225,0,0,0,1,1,1,
137,798.830163463436,12518.3054638844,221.8463987258,2619.5,65535,3867.5,1248,0,0,0,1,1,1,
138,798.951772144799,12516.4000489727,223.751813637493,2679.5,65535,3938.5,1259,0,0,0,1,1,1,
139,799.073371770395,12514.495355845,225.656506765223,2681,65535,3958,1277,0,0,0,1,1,1,
140,799.194962336505,12512.5913841652,227.560478444981,2589,65535,3831,1242,0,0,0,1,1,1,
141,799.31654383941,12510.6881335977,229.463729012537,2499.5,65535,3764.5,1265,0,0,0,1,1,1,
142,799.438116275391,12508.7856038067,231.366258803453,2541,65535,3792,1251,0,0,0,1,1,1,
143,799.559679640731,12506.8837944571,233.268068153067,2596,65535,3825.5,1229.5,0,0,0,1,1,1,
144,799.681233931711,12504.9827052137,235.169157396496,2551,65535,3792,1241,0,0,0,1,1,1,
145,799.802779144612,12503.0823357416,237.069526868645,2511,65535,3753.5,1242.5,0,0,0,1,1,1,
146,799.924315275715,12501.182685706,238.9691769042,2574.5,65535,3784.5,1210,0,0,0,1,1,1,
147,800.045842321303,12499.2837547726,240.868107837636,2682,65535,3873.5,1191.5,0,0,0,1,1,1,
148,800.167360277657,12497.385542607,242.766320003197,2635,65535,3838,1203,0,0,0,1,1,1,
149,800.288869141058,12495.4880488753,244.66381373492,2569.5,65535,3766,1196.5,0,0,0,1,1,1,
150,800.410368907787,12493.5912732436,246.560589366629,2503,65535,3717,1214,0,0,0,1,1,1,
151,800.531859574127,12491.6952153783,248.456647231922,2511.5,65535,3700,1188.5,0,0,0,1,1,1,
152,800.653341136359,12489.799874946,250.351987664188,2409,65535,3626.5,1217.5,0,0,0,1,1,1,
153,800.774813590763,12487.9052516136,252.246610996595,2495.5,65535,3705,1209.5,0,0,0,1,1,1,
154,800.896276933623,12486.0113450481,254.140517562102,2592.5,65535,3789.5,1197,0,0,0,1,1,1,
155,801.017731161218,12484.1181549168,256.033707693441,2494.5,65535,3709,1214.5,0,0,0,1,1,1,
156,801.139176269832,12482.2256808871,257.926181723144,2456.5,65535,3650,1193.5,0,0,0,1,1,1,
157,801.260612255744,12480.3339226267,259.817939983512,2477,65535,3718,1241,0,0,0,1,1,1,
158,801.382039115238,12478.4428798036,261.708982806638,2655,65535,3892,1237,0,0,0,1,1,1,
159,801.503456844593,12476.5525520858,263.599310524403,2658.5,65535,3887,1228.5,0,0,0,1,1,1,
160,801.624865440092,12474.6629391417,265.488923468469,2490,65535,3740.5,1250.5,0,0,0,1,1,1,
161,801.746264898017,12472.7740406399,267.377821970284,2511,65535,3782.5,1271.5,0,0,0,1,1,1,
162,801.867655214648,12470.8858562491,269.26600636108,2573,65535,3788.5,1215.5,0,0,0,1,1,1,
163,801.989036386267,12468.9983856383,271.153476971878,2599,65535,3799.5,1200.5,0,0,0,1,1,1,
164,802.110408409156,12467.1116284767,273.040234133483,2541.5,65535,3782,1240.5,0,0,0,1,1,1,
165,802.231771279596,12465.2255844337,274.926278176486,2406.5,65535,3652,1245.5,0,0,0,1,1,1,
166,802.353124993869,12463.3402531789,276.811609431265,2459.5,65535,3722,1262.5,0,0,0,1,1,1,
167,802.474469548256,12461.4556343822,278.69622822798,2509,65535,3785.5,1276.5,0,0,0,1,1,1,
168,802.595804939039,12459.5717277136,280.580134896583,2535,65535,3792,1257,0,0,0,1,1,1,
169,802.717131162499,12457.6885328434,282.463329766813,2520.5,65535,3766,1245.5,0,0,0,1,1,1,
170,802.838448214917,12455.806049442,284.345813168189,2901,65535,4148,1247,0,0,0,1,1,1,
171,802.959756092576,12453.9242771802,286.227585430024,2794.5,65535,3977.5,1183,0,0,0,1,1,1,
172,803.081054791756,12452.0432157288,288.108646881416,2547,65535,3741.5,1194.5,0,0,0,1,1,1,
173,803.202344308739,12450.162864759,289.988997851247,2572.5,65535,3812,1239.5,0,0,0,1,1,1,
174,803.323624639807,12448.283223942,291.868638668191,2523.5,65535,3750.5,1227,0,0,0,1,1,1,
175,803.444895781241,12446.4042929495,293.747569660709,2566,65535,3749.5,1183.5,0,0,0,1,1,1,
176,803.566157729323,12444.5260714532,295.625791157048,2554.5,65535,3785.5,1231,0,0,0,1,1,1,
177,803.687410480334,12442.648559125,297.503303485239,2555.5,65535,3765,1209.5,0,0,0,1,1,1,
178,803.808654030556,12440.7717556371,299.380106973114,2556.5,65535,3815.5,1259,0,0,0,1,1,1,
179,803.929888376269,12438.8956606619,301.256201948281,2491,65535,3779,1288,0,0,0,1,1,1,
180,804.051113513757,12437.0202738721,303.131588738137,2540.5,65535,3774,1233.5,0,0,0,1,1,1,
181,804.172329439299,12435.1455949403,305.006267669878,2524,65535,3753.5,1229.5,0,0,0,1,1,1,
182,804.293536149178,12433.2716235397,306.880239070475,2462.5,65535,3734,1271.5,0,0,0,1,1,1,
183,804.414733639675,12431.3983593435,308.753503266698,2541,65535,3802,1261,0,0,0,1,1,1,
184,804.535921907072,12429.5258020251,310.626060585104,2515,65535,3767,1252,0,0,0,1,1,1,
185,804.65710094765,12427.6539512582,312.49791135204,2658.5,65535,3863.5,1205,0,0,0,1,1,1,
186,804.77827075769,12425.7828067166,314.369055893634,2603,65535,3842,1239,0,0,0,1,1,1,
187,804.899431333475,12423.9123680744,316.239494535816,2597.5,65535,3834.5,1237,0,0,0,1,1,1,
188,805.020582671285,12422.0426350059,318.109227604295,2485,65535,3704.5,1219.5,0,0,0,1,1,1,
189,805.141724767402,12420.1736071856,319.978255424579,2489,65535,3699.5,1210.5,0,0,0,1,1,1,
190,805.262857618108,12418.3052842882,321.846578321964,2541,65535,3770,1229,0,0,0,1,1,1,
191,805.383981219684,12416.4376659887,323.714196621529,2587,65535,3780,1193,0,0,0,1,1,1,
192,805.505095568412,12414.5707519621,325.581110648151,2574,65535,3778.5,1204.5,0,0,0,1,1,1,
193,805.626200660572,12412.7045418837,327.447320726491,2615,65535,3779.5,1164.5,0,0,0,1,1,1,
194,805.747296492447,12410.8390354292,329.312827181013,2564,65535,3777,1213,0,0,0,1,1,1,
195,805.868383060318,12408.9742322742,331.177630335957,2658.5,65535,3834,1175.5,0,0,0,1,1,1,
196,805.989460360467,12407.1101320948,333.041730515366,2624,65535,3855.5,1231.5,0,0,0,1,1,1,
197,806.110528389175,12405.2467345671,334.905128043067,2517,65535,3702.5,1185.5,0,0,0,1,1,1,
198,806.231587142723,12403.3840393675,336.767823242679,2585.5,65535,3783,1197.5,0,0,0,1,1,1,
199,806.352636617394,12401.5220461726,338.629816437613,2430,65535,3628.5,1198.5,0,0,0,1,1,1,
200,806.473676809468,12399.6607546591,340.491107951078,2594.5,65535,3779.5,1185,0,0,0,1,1,1,
201,806.594707715226,12397.8001645041,342.351698106067,2591.5,65535,3750.5,1159,0,0,0,1,1,1,
202,806.715729330952,12395.9402753848,344.211587225367,2598.5,65535,3728,1129.5,0,0,0,1,1,1,
203,806.836741652926,12394.0810869786,346.070775631559,2528.5,65535,3726.5,1198,0,0,0,1,1,1,
204,806.957744677429,12392.2225989632,347.929263647009,2577,65535,3767.5,1190.5,0,0,0,1,1,1,
205,807.078738400743,12390.3648110163,349.787051593894,2585,65535,3738,1153,0,0,0,1,1,1,
206,807.199722819149,12388.507722816,351.644139794162,2641,65535,3796,1155,0,0,0,1,1,1,
207,807.32069792893,12386.6513340406,353.500528569564,2536.5,65535,3771,1234.5,0,0,0,1,1,1,
208,807.441663726366,12384.7956443686,355.356218241648,2546.5,65535,3740,1193.5,0,0,0,1,1,1,
209,807.56262020774,12382.9406534785,357.211209131747,2615,65535,3780,1165,0,0,0,1,1,1,
210,807.683567369331,12381.0863610492,359.065501560986,2470,65535,3634.5,1164.5,0,0,0,1,1,1,
211,807.804505207423,12379.2327667599,360.919095850299,2511,65535,3642.5,1131.5,0,0,0,1,1,1,
212,807.925433718296,12377.3798702898,362.771992320395,2511.5,65535,3695,1183.5,0,0,0,1,1,1,
213,808.046352898232,12375.5276713184,364.624191291785,2430,65535,3607,1177,0,0,0,1,1,1,
214,808.167262743513,12373.6761695254,366.475693084774,2536,65535,3686.5,1150.5,0,0,0,1,1,1,
215,808.28816325042,12371.8253645907,368.326498019464,2500,65535,3681.5,1181.5,0,0,0,1,1,1,
216,808.409054415234,12369.9752561945,370.176606415744,2529,65535,3691,1162,0,0,0,1,1,1,
217,808.529936234237,12368.1258440169,372.026018593304,2534.5,65535,3691,1156.5,0,0,0,1,1,1,
218,808.650808703711,12366.2771277386,373.874734871624,2454.5,65535,3619,1164.5,0,0,0,1,1,1,
219,808.771671819936,12364.4291070402,375.722755569981,2554,65535,3691,1137,0,0,0,1,1,1,
220,808.892525579195,12362.5817816028,377.570081007447,2428.5,65535,3578,1149.5,0,0,0,1,1,1,
221,809.013369977769,12360.7351511073,379.416711502885,2493,65535,3647.5,1154.5,0,0,0,1,1,1,
222,809.13420501194,12358.8892152352,381.262647374964,2482,65535,3619,1137,0,0,0,1,1,1,
223,809.255030677988,12357.0439736681,383.107888942135,2472.5,65535,3647,1174.5,0,0,0,1,1,1,
224,809.375846972196,12355.1994260875,384.952436522655,2454.5,65535,3579.5,1125,0,0,0,1,1,1,
225,809.496653890845,12353.3555721756,386.79629043457,2376,65535,3549,1173,0,0,0,1,1,1,
226,809.617451430216,12351.5124116145,388.639450995721,2418.5,65535,3560.5,1142,0,0,0,1,1,1,
227,809.738239586591,12349.6699440864,390.481918523754,2377,65535,3531,1154,0,0,0,1,1,1,
228,809.859018356252,12347.8281692741,392.323693336104,2373.5,65535,3495.5,1122,0,0,0,1,1,1,
229,809.97978773548,12345.9870868602,394.164775750001,2461,65535,3610.5,1149.5,0,0,0,1,1,1,
230,810.100547720556,12344.1466965277,396.005166082479,2471.5,65535,3633.5,1162,0,0,0,1,1,1,
231,810.221298307762,12342.3069979598,397.844864650357,2471,65535,3600,1129,0,0,0,1,1,1,
232,810.342039493379,12340.4679908399,399.683871770265,2532,65535,3678,1146,0,0,0,1,1,1,
233,810.46277127369,12338.6296748516,401.522187758617,2445.5,65535,3593,1147.5,0,0,0,1,1,1,
234,810.583493644974,12336.7920496786,403.359812931632,2406.5,65535,3524.5,1118,0,0,0,1,1,1,
235,810.704206603515,12334.9551150049,405.196747605327,2405.5,65535,3575.5,1170,0,0,0,1,1,1,
236,810.824910145593,12333.1188705147,407.032992095506,2365,65535,3549.5,1184.5,0,0,0,1,1,1,
237,810.94560426749,12331.2833158924,408.868546717782,2423,65535,3605.5,1182.5,0,0,0,1,1,1,
238,811.066288965488,12329.4484508226,410.703411787561,2402,65535,3540,1138,0,0,0,1,1,1,
239,811.186964235867,12327.6142749902,412.537587620049,2375,65535,3556.5,1181.5,0,0,0,1,1,1,
240,811.30763007491,12325.78078808,414.371074530249,2387.5,65535,3569,1181.5,0,0,0,1,1,1,
241,811.428286478897,12323.9479897772,416.203872832957,2505.5,65535,3730,1224.5,0,0,0,1,1,1,
242,811.548933444111,12322.1158797674,418.035982842777,2491.5,65535,3677.5,1186,0,0,0,1,1,1,
243,811.669570966833,12320.2844577361,419.867404874105,2474.5,65535,3738,1263.5,0,0,0,1,1,1,
244,811.790199043344,12318.4537233691,421.698139241136,2284,65535,3549,1265,0,0,0,1,1,1,
245,811.910817669926,12316.6236763523,423.528186257867,2326.5,65535,3563,1236.5,0,0,0,1,1,1,
