File Version,BWRam4.15_8
33,786.134133483583,12720.4755194729,19.6763431372528,1184,65535,1183,-1,0,0,0,1,1,1,
34,786.25666366176,12718.4931615434,21.6587010668318,1177.33333333333,65535,1182,4.66666666666674,0,0,0,1,1,1,
35,786.379185170893,12716.5115615653,23.6403010448576,1182.66666666667,65535,1205.66666666667,23,0,0,0,1,1,1,
36,786.501698007265,12714.5307191792,25.6211434309644,1200.33333333333,65535,1237.33333333333,37,0,0,0,1,1,1,
37,786.624202167156,12712.5506340257,27.60122858455,1174.33333333333,65535,1216,41.6666666666667,0,0,0,1,1,1,
38,786.746697646848,12710.5713057454,29.5805568647775,1262.33333333333,65535,1288,25.6666666666667,0,0,0,1,1,1,
39,786.869184442623,12708.5927339796,31.5591286305698,1237.66666666667,65535,1287,49.3333333333333,0,0,0,1,1,1,
40,786.991662550762,12706.6149183696,33.5369442406154,1214,65535,1298.66666666667,84.6666666666667,0,0,0,1,1,1,
41,787.114131967547,12704.6378585568,35.5140040533643,1206,65535,1330.66666666667,124.666666666667,0,0,0,1,1,1,
42,787.236592689259,12702.6615541832,37.4903084270354,1205,65535,1383,178,0,0,0,1,1,1,
43,787.359044712179,12700.6860048906,39.4658577196114,1233,65535,1461.66666666667,228.666666666667,0,0,0,1,1,1,
44,787.48148803259,12698.7112103214,41.4406522888366,1234.33333333333,65535,1520.66666666667,286.333333333333,0,0,0,1,1,1,
45,787.603922646772,12696.737170118,43.4146924922206,1249,65535,1580.66666666667,331.666666666667,0,0,0,1,1,1,
46,787.726348551008,12694.7638839232,45.3879786870384,1282.33333333333,65535,1645,362.666666666667,0,0,0,1,1,1,
47,787.848765741577,12692.7913513799,47.3605112303303,1281.33333333333,65535,1658.33333333333,377,0,0,0,1,1,1,
48,787.971174214764,12690.8195721313,49.3322904789075,1274,65535,1667.33333333333,393.333333333333,0,0,0,1,1,1,
49,788.093573966847,12688.8485458209,51.3033167893354,1322,65535,1674,352,0,0,0,1,1,1,
50,788.21596499411,12686.8782720922,53.2735905179561,1333,65535,1661.33333333333,328.333333333333,0,0,0,1,1,1,
51,788.338347292834,12684.9087505893,55.2431120208676,1340,65535,1656.66666666667,316.666666666667,0,0,0,1,1,1,
52,788.460720859299,12682.9399809563,57.2118816539387,1367,65535,1670.66666666667,303.666666666667,0,0,0,1,1,1,
53,788.583085689788,12680.9719628374,59.179899772811,1370.66666666667,65535,1678.66666666667,308,0,0,0,1,1,1,
54,788.705441780582,12679.0046958773,61.1471667328824,1389.66666666667,65535,1686,296.333333333333,0,0,0,1,1,1,
55,788.827789127963,12677.0381797209,63.1136828893214,1373.33333333333,65535,1653.66666666667,280.333333333333,0,0,0,1,1,1,
56,788.950127728212,12675.0724140131,65.0794485970673,1374.33333333333,65535,1622,247.666666666667,0,0,0,1,1,1,
57,789.072457577611,12673.1073983994,67.0444642108196,1365.33333333333,65535,1614.66666666667,249.333333333333,0,0,0,1,1,1,
58,789.19477867244,12671.1431325252,69.0087300850446,1380,65535,1627,247,0,0,0,1,1,1,
59,789.317091008982,12669.1796160362,70.9722465739851,1371,65535,1637,266,0,0,0,1,1,1,
60,789.439394583518,12667.2168485786,72.9350140316456,1421.33333333333,65535,1662.33333333333,241,0,0,0,1,1,1,
61,789.56168939233,12665.2548297984,74.8970328117921,1428.66666666667,65535,1668.33333333333,239.666666666667,0,0,0,1,1,1,
62,789.683975431699,12663.2935593422,76.8583032679744,1411.66666666667,65535,1642.66666666667,231,0,0,0,1,1,1,
63,789.806252697906,12661.3330368567,78.8188257534912,1384.33333333333,65535,1624,239.666666666667,0,0,0,1,1,1,
64,789.928521187234,12659.3732619888,80.7786006214246,1419.66666666667,65535,1660,240.333333333333,0,0,0,1,1,1,
65,790.050780895963,12657.4142343856,82.7376282246223,1408,65535,1623.66666666667,215.666666666667,0,0,0,1,1,1,
66,790.173031820375,12655.4559536945,84.6959089156935,1384.66666666667,65535,1611.66666666667,227,0,0,0,1,1,1,
67,790.295273956751,12653.4984195632,86.6534430470238,1405,65535,1621,216,0,0,0,1,1,1,
68,790.417507301374,12651.5416316394,88.6102309707621,1413.66666666667,65535,1621.66666666667,208,0,0,0,1,1,1,
69,790.539731850524,12649.5855895714,90.566273038834,1413.33333333333,65535,1618.33333333333,205,0,0,0,1,1,1,
70,790.661947600483,12647.6302930073,92.5215696029263,1399.33333333333,65535,1629,229.666666666667,0,0,0,1,1,1,
71,790.784154547533,12645.6757415957,94.4761210145007,1407.33333333333,65535,1603.66666666667,196.333333333333,0,0,0,1,1,1,
72,790.906352687954,12643.7219349854,96.4299276247893,1400.66666666667,65535,1623.33333333333,222.666666666667,0,0,0,1,1,1,
73,791.02854201803,12641.7688728254,98.3829897847845,1430,65535,1631.66666666667,201.666666666667,0,0,0,1,1,1,
74,791.15072253404,12639.8165547649,100.335307845264,1451.66666666667,65535,1648.33333333333,196.666666666667,0,0,0,1,1,1,
75,791.272894232267,12637.8649804534,102.286882156764,1411.66666666667,65535,1594.33333333333,182.666666666667,0,0,0,1,1,1,
76,791.395057108992,12635.9141495406,104.237713069599,1399.66666666667,65535,1572,172.333333333333,0,0,0,1,1,1,
77,791.517211160496,12633.9640616764,106.187800933843,1397,65535,1601.66666666667,204.666666666667,0,0,0,1,1,1,
78,791.639356383061,12632.0147165108,108.137146099358,1400,65535,1575.33333333333,175.333333333333,0,0,0,1,1,1,
79,791.761492772969,12630.0661136944,110.085748915759,1407.33333333333,65535,1585.33333333333,178,0,0,0,1,1,1,
80,791.8836203265,12628.1182528778,112.033609732445,1412.33333333333,65535,1597,184.666666666667,0,0,0,1,1,1,
81,792.005739039938,12626.1711337116,113.980728898583,1427.66666666667,65535,1597.33333333333,169.666666666667,0,0,0,1,1,1,
82,792.127848909562,12624.2247558471,115.927106763107,1392.33333333333,65535,1591.66666666667,199.333333333333,0,0,0,1,1,1,
83,792.249949931655,12622.2791189355,117.87274367473,1402.66666666667,65535,1606.33333333333,203.666666666667,0,0,0,1,1,1,
84,792.372042102498,12620.3342226283,119.817639981929,1408.33333333333,65535,1584.33333333333,176,0,0,0,1,1,1,
85,792.494125418372,12618.3900665772,121.761796032959,1429,65535,1600.66666666667,171.666666666667,0,0,0,1,1,1,
86,792.616199875559,12616.4466504344,123.705212175848,1379.66666666667,65535,1552,172.333333333333,0,0,0,1,1,1,
87,792.73826547034,12614.5039738518,125.647888758393,1391.33333333333,65535,1544,152.666666666667,0,0,0,1,1,1,
88,792.860322198998,12612.562036482,127.589826128164,1384,65535,1537.66666666667,153.666666666667,0,0,0,1,1,1,
89,792.982370057813,12610.6208379777,129.531024632504,1391.33333333333,65535,1548.66666666667,157.333333333333,0,0,0,1,1,1,
90,793.104409043067,12608.6803779917,131.471484618531,1426.33333333333,65535,1609,182.666666666667,0,0,0,1,1,1,
91,793.226439151042,12606.7406561771,133.411206433135,1432.33333333333,65535,1611.66666666667,179.333333333333,0,0,0,1,1,1,
92,793.348460378018,12604.8016721872,135.35019042298,1429,65535,1602.33333333333,173.333333333333,0,0,0,1,1,1,
93,793.470472720278,12602.8634256757,137.288436934499,1420,65535,1592.33333333333,172.333333333333,0,0,0,1,1,1,
94,793.592476174103,12600.9259162963,139.225946313907,1467,65535,1612.33333333333,145.333333333333,0,0,0,1,1,1,
95,793.714470735774,12598.989143703,141.162718907186,1427.33333333333,65535,1593,165.666666666667,0,0,0,1,1,1,
96,793.836456401573,12597.0531075501,143.098755060095,1417,65535,1586.66666666667,169.666666666667,0,0,0,1,1,1,
97,793.958433167782,12595.117807492,145.034055118169,1366.66666666667,65535,1512.66666666667,146,0,0,0,1,1,1,
98,794.080401030681,12593.1832431835,146.968619426712,1385.33333333333,65535,1565.33333333333,180,0,0,0,1,1,1,
99,794.202359986553,12591.2494142794,148.902448330808,1405,65535,1562,157,0,0,0,1,1,1,
100,794.324310031679,12589.3163204349,150.835542175313,1415,65535,1592.33333333333,177.333333333333,0,0,0,1,1,1,
101,794.44625116234,12587.3839613053,152.767901304856,1400.66666666667,65535,1554.33333333333,153.666666666667,0,0,0,1,1,1,
102,794.568183374818,12585.4523365464,154.699526063849,1402.66666666667,65535,1582.33333333333,179.666666666667,0,0,0,1,1,1,
103,794.690106665395,12583.5214458137,156.63041679647,1398.33333333333,65535,1555.33333333333,157,0,0,0,1,1,1,
104,794.812021030352,12581.5912887635,158.560573846682,1400,65535,1553,153,0,0,0,1,1,1,
105,794.93392646597,12579.661865052,160.489997558212,1425.66666666667,65535,1600.66666666667,175,0,0,0,1,1,1,
106,795.05582296853,12577.7331743356,162.418688274569,1425,65535,1576.33333333333,151.333333333333,0,0,0,1,1,1,
107,795.177710534315,12575.8052162712,164.346646339047,1436.33333333333,65535,1613.66666666667,177.333333333333,0,0,0,1,1,1,
108,795.299589159607,12573.8779905155,166.273872094696,1382.66666666667,65535,1569.66666666667,187,0,0,0,1,1,1,
109,795.421458840685,12571.9514967258,168.200365884364,1407.66666666667,65535,1567.66666666667,160,0,0,0,1,1,1,
110,795.543319573832,12570.0257345595,170.126128050659,1361.66666666667,65535,1517.66666666667,156,0,0,0,1,1,1,
111,795.66517135533,12568.1007036742,172.051158935974,1371,65535,1546,175,0,0,0,1,1,1,
112,795.78701418146,12566.1764037277,173.975458882476,1361,65535,1532.33333333333,171.333333333333,0,0,0,1,1,1,
113,795.908848048503,12564.2528343781,175.899028232114,1369.66666666667,65535,1542.33333333333,172.666666666667,0,0,0,1,1,1,
114,796.030672952741,12562.3299952836,177.821867326607,1354.33333333333,65535,1535.33333333333,181,0,0,0,1,1,1,
115,796.152488890455,12560.4078861027,179.743976507454,1329,65535,1509.33333333333,180.333333333333,0,0,0,1,1,1,
116,796.274295857927,12558.4865064943,181.665356115935,1388.33333333333,65535,1558.66666666667,170.333333333333,0,0,0,1,1,1,
117,796.396093851438,12556.5658561171,183.5860064931,1380,65535,1543,163,0,0,0,1,1,1,
118,796.517882867271,12554.6459346304,185.505927979792,1406.66666666667,65535,1574,167.333333333333,0,0,0,1,1,1,
119,796.639662901705,12552.7267416936,187.425120916616,1404.66666666667,65535,1591.66666666667,187,0,0,0,1,1,1,
120,796.761433951024,12550.8082769662,189.343585643961,1396,65535,1578.66666666667,182.666666666667,0,0,0,1,1,1,
121,796.883196011508,12548.8905401082,191.261322501998,1428.33333333333,65535,1598.33333333333,170,0,0,0,1,1,1,
122,797.004949079438,12546.9735307795,193.178331830672,1436.33333333333,65535,1601.33333333333,165,0,0,0,1,1,1,
123,797.126693151097,12545.0572486405,195.094613969706,1392.66666666667,65535,1589,196.333333333333,0,0,0,1,1,1,
124,797.248428222766,12543.1416933516,197.01016925861,1403,65535,1585.33333333333,182.333333333333,0,0,0,1,1,1,
125,797.370154290726,12541.2268645735,198.924998036668,1394,65535,1613.33333333333,219.333333333333,0,0,0,1,1,1,
126,797.491871351259,12539.3127619673,200.839100642937,1416.33333333333,65535,1614.66666666667,198.333333333333,0,0,0,1,1,1,
127,797.613579400646,12537.3993851939,202.752477416265,1429.33333333333,65535,1620.33333333333,191,0,0,0,1,1,1,
128,797.735278435169,12535.4867339149,204.665128695269,1408,65535,1607.33333333333,199.333333333333,0,0,0,1,1,1,
129,797.85696845111,12533.5748077918,206.577054818363,1393,65535,1576.33333333333,183.333333333333,0,0,0,1,1,1,
130,797.978649444749,12531.6636064865,208.488256123717,1401.66666666667,65535,1599.66666666667,198,0,0,0,1,1,1,
131,798.100321412369,12529.7531296609,210.398732949297,1387.66666666667,65535,1587,199.333333333333,0,0,0,1,1,1,
132,798.22198435025,12527.8433769774,212.308485632848,1363,65535,1571.33333333333,208.333333333333,0,0,0,1,1,1,
133,798.343638254675,12525.9343480983,214.217514511893,1390.66666666667,65535,1601.66666666667,211,0,0,0,1,1,1,
134,798.465283121924,12524.0260426865,216.125819923733,1380.33333333333,65535,1605,224.666666666667,0,0,0,1,1,1,
135,798.58691894828,12522.1184604047,218.033402205458,1392.33333333333,65535,1597,204.666666666667,0,0,0,1,1,1,
136,798.708545730023,12520.2116009163,219.940261693931,1395,65535,1611,216,0,0,0,1,1,1,
137,798.830163463436,12518.3054638844,221.8463987258,1390.33333333333,65535,1622,231.666666666667,0,0,0,1,1,1,
138,798.951772144799,12516.4000489727,223.751813637493,1401.66666666667,65535,1610,208.333333333333,0,0,0,1,1,1,
139,799.073371770395,12514.495355845,225.656506765223,1427.66666666667,65535,1611.33333333333,183.666666666667,0,0,0,1,1,1,
140,799.194962336505,12512.5913841652,227.560478444981,1390.66666666667,65535,1599,208.333333333333,0,0,0,1,1,1,
141,799.31654383941,12510.6881335977,229.463729012537,1375.33333333333,65535,1585.33333333333,210,0,0,0,1,1,1,
142,799.438116275391,12508.7856038067,231.366258803453,1382,65535,1591.66666666667,209.666666666667,0,0,0,1,1,1,
143,799.559679640731,12506.8837944571,233.268068153067,1397.33333333333,65535,1608,210.666666666667,0,0,0,1,1,1,
144,799.681233931711,12504.9827052137,235.169157396496,1386,65535,1591.33333333333,205.333333333333,0,0,0,1,1,1,
145,799.802779144612,12503.0823357416,237.069526868645,1364.33333333333,65535,1574.66666666667,210.333333333333,0,0,0,1,1,1,
146,799.924315275715,12501.182685706,238.9691769042,1384,65535,1585,201,0,0,0,1,1,1,
147,800.045842321303,12499.2837547726,240.868107837636,1415.33333333333,65535,1611.66666666667,196.333333333333,0,0,0,1,1,1,
148,800.167360277657,12497.385542607,242.766320003197,1413.66666666667,65535,1596,182.333333333333,0,0,0,1,1,1,
149,800.288869141058,12495.4880488753,244.66381373492,1381,65535,1572.66666666667,191.666666666667,0,0,0,1,1,1,
150,800.410368907787,12493.5912732436,246.560589366629,1343.66666666667,65535,1539.33333333333,195.666666666667,0,0,0,1,1,1,
151,800.531859574127,12491.6952153783,248.456647231922,1356.66666666667,65535,1539.33333333333,182.666666666667,0,0,0,1,1,1,
152,800.653341136359,12489.799874946,250.351987664188,1355.66666666667,65535,1532,176.333333333333,0,0,0,1,1,1,
153,800.774813590763,12487.9052516136,252.246610996595,1384.66666666667,65535,1549.33333333333,164.666666666667,0,0,0,1,1,1,
154,800.896276933623,12486.0113450481,254.140517562102,1390.66666666667,65535,1577.66666666667,187,0,0,0,1,1,1,
155,801.017731161218,12484.1181549168,256.033707693441,1360,65535,1516,156,0,0,0,1,1,1,
156,801.139176269832,12482.2256808871,257.926181723144,1362.33333333333,65535,1514,151.666666666667,0,0,0,1,1,1,
157,801.260612255744,12480.3339226267,259.817939983512,1375,65535,1507.66666666667,132.666666666667,0,0,0,1,1,1,
158,801.382039115238,12478.4428798036,261.708982806638,1422,65535,1569.66666666667,147.666666666667,0,0,0,1,1,1,
159,801.503456844593,12476.5525520858,263.599310524403,1411,65535,1588.66666666667,177.666666666667,0,0,0,1,1,1,
160,801.624865440092,12474.6629391417,265.488923468469,1364.33333333333,65535,1525.33333333333,161,0,0,0,1,1,1,
161,801.746264898017,12472.7740406399,267.377821970284,1371,65535,1528,157,0,0,0,1,1,1,
162,801.867655214648,12470.8858562491,269.26600636108,1375.33333333333,65535,1535,159.666666666667,0,0,0,1,1,1,
163,801.989036386267,12468.9983856383,271.153476971878,1398.33333333333,65535,1552.66666666667,154.333333333333,0,0,0,1,1,1,
164,802.110408409156,12467.1116284767,273.040234133483,1377,65535,1503.33333333333,126.333333333333,0,0,0,1,1,1,
165,802.231771279596,12465.2255844337,274.926278176486,1339.66666666667,65535,1475,135.333333333333,0,0,0,1,1,1,
166,802.353124993869,12463.3402531789,276.811609431265,1334.33333333333,65535,1491,156.666666666667,0,0,0,1,1,1,
167,802.474469548256,12461.4556343822,278.69622822798,1379.33333333333,65535,1487.66666666667,108.333333333333,0,0,0,1,1,1,
168,802.595804939039,12459.5717277136,280.580134896583,1378.66666666667,65535,1502,123.333333333333,0,0,0,1,1,1,
169,802.717131162499,12457.6885328434,282.463329766813,1380.33333333333,65535,1506.33333333333,126,0,0,0,1,1,1,
170,802.838448214917,12455.806049442,284.345813168189,1527.66666666667,65535,1658.66666666667,131,0,0,0,1,1,1,
171,802.959756092576,12453.9242771802,286.227585430024,1468.66666666667,65535,1586.33333333333,117.666666666667,0,0,0,1,1,1,
172,803.081054791756,12452.0432157288,288.108646881416,1381.33333333333,65535,1509,127.666666666667,0,0,0,1,1,1,
173,803.202344308739,12450.162864759,289.988997851247,1390.33333333333,65535,1503.66666666667,113.333333333333,0,0,0,1,1,1,
174,803.323624639807,12448.283223942,291.868638668191,1374,65535,1481.33333333333,107.333333333333,0,0,0,1,1,1,
175,803.444895781241,12446.4042929495,293.747569660709,1390.66666666667,65535,1506,115.333333333333,0,0,0,1,1,1,
176,803.566157729323,12444.5260714532,295.625791157048,1395.66666666667,65535,1498,102.333333333333,0,0,0,1,1,1,
177,803.687410480334,12442.648559125,297.503303485239,1391.33333333333,65535,1501.66666666667,110.333333333333,0,0,0,1,1,1,
178,803.808654030556,12440.7717556371,299.380106973114,1386,65535,1505,119,0,0,0,1,1,1,
179,803.929888376269,12438.8956606619,301.256201948281,1374.33333333333,65535,1484.33333333333,110,0,0,0,1,1,1,
180,804.051113513757,12437.0202738721,303.131588738137,1372.66666666667,65535,1503,130.333333333333,0,0,0,1,1,1,
181,804.172329439299,12435.1455949403,305.006267669878,1374.33333333333,65535,1482,107.666666666667,0,0,0,1,1,1,
182,804.293536149178,12433.2716235397,306.880239070475,1375,65535,1478.66666666667,103.666666666667,0,0,0,1,1,1,
183,804.414733639675,12431.3983593435,308.753503266698,1403.66666666667,65535,1533,129.333333333333,0,0,0,1,1,1,
184,804.535921907072,12429.5258020251,310.626060585104,1392.33333333333,65535,1506,113.666666666667,0,0,0,1,1,1,
185,804.65710094765,12427.6539512582,312.49791135204,1421.33333333333,65535,1557,135.666666666667,0,0,0,1,1,1,
186,804.77827075769,12425.7828067166,314.369055893634,1418.33333333333,65535,1527.66666666667,109.333333333333,0,0,0,1,1,1,
187,804.899431333475,12423.9123680744,316.239494535816,1406,65535,1518,112,0,0,0,1,1,1,
188,805.020582671285,12422.0426350059,318.109227604295,1345,65535,1472,127,0,0,0,1,1,1,
189,805.141724767402,12420.1736071856,319.978255424579,1367,65535,1486.33333333333,119.333333333333,0,0,0,1,1,1,
190,805.262857618108,12418.3052842882,321.846578321964,1394,65535,1511.66666666667,117.666666666667,0,0,0,1,1,1,
191,805.383981219684,12416.4376659887,323.714196621529,1412,65535,1506.66666666667,94.6666666666667,0,0,0,1,1,1,
192,805.505095568412,12414.5707519621,325.581110648151,1398,65535,1509.33333333333,111.333333333333,0,0,0,1,1,1,
193,805.626200660572,12412.7045418837,327.447320726491,1413.66666666667,65535,1517,103.333333333333,0,0,0,1,1,1,
194,805.747296492447,12410.8390354292,329.312827181013,1391,65535,1496.66666666667,105.666666666667,0,0,0,1,1,1,
195,805.868383060318,12408.9742322742,331.177630335957,1418,65535,1558.33333333333,140.333333333333,0,0,0,1,1,1,
196,805.989460360467,12407.1101320948,333.041730515366,1407.33333333333,65535,1532.66666666667,125.333333333333,0,0,0,1,1,1,
197,806.110528389175,12405.2467345671,334.905128043067,1378.33333333333,65535,1505,126.666666666667,0,0,0,1,1,1,
198,806.231587142723,12403.3840393675,336.767823242679,1407.66666666667,65535,1534.66666666667,127,0,0,0,1,1,1,
199,806.352636617394,12401.5220461726,338.629816437613,1369.66666666667,65535,1467.66666666667,98,0,0,0,1,1,1,
200,806.473676809468,12399.6607546591,340.491107951078,1396,65535,1507.66666666667,111.666666666667,0,0,0,1,1,1,
201,806.594707715226,12397.8001645041,342.351698106067,1413,65535,1504.33333333333,91.3333333333333,0,0,0,1,1,1,
202,806.715729330952,12395.9402753848,344.211587225367,1393.33333333333,65535,1509,115.666666666667,0,0,0,1,1,1,
203,806.836741652926,12394.0810869786,346.070775631559,1377.66666666667,65535,1493,115.333333333333,0,0,0,1,1,1,
204,806.957744677429,12392.2225989632,347.929263647009,1400.33333333333,65535,1518.33333333333,118,0,0,0,1,1,1,
205,807.078738400743,12390.3648110163,349.787051593894,1405.33333333333,65535,1494.66666666667,89.3333333333335,0,0,0,1,1,1,
206,807.199722819149,12388.507722816,351.644139794162,1409.66666666667,65535,1523.66666666667,114,0,0,0,1,1,1,
207,807.32069792893,12386.6513340406,353.500528569564,1386,65535,1482.33333333333,96.3333333333333,0,0,0,1,1,1,
208,807.441663726366,12384.7956443686,355.356218241648,1376,65535,1489.66666666667,113.666666666667,0,0,0,1,1,1,
209,807.56262020774,12382.9406534785,357.211209131747,1387.66666666667,65535,1520.66666666667,133,0,0,0,1,1,1,
210,807.683567369331,12381.0863610492,359.065501560986,1349.33333333333,65535,1450.66666666667,101.333333333333,0,0,0,1,1,1,
211,807.804505207423,12379.2327667599,360.919095850299,1355.33333333333,65535,1462.33333333333,107,0,0,0,1,1,1,
212,807.925433718296,12377.3798702898,362.771992320395,1363.66666666667,65535,1471.66666666667,108,0,0,0,1,1,1,
213,808.046352898232,12375.5276713184,364.624191291785,1357,65535,1447,90,0,0,0,1,1,1,
214,808.167262743513,12373.6761695254,366.475693084774,1390.33333333333,65535,1494.66666666667,104.333333333333,0,0,0,1,1,1,
215,808.28816325042,12371.8253645907,368.326498019464,1359.33333333333,65535,1455,95.6666666666667,0,0,0,1,1,1,
216,808.409054415234,12369.9752561945,370.176606415744,1387.66666666667,65535,1487,99.3333333333333,0,0,0,1,1,1,
217,808.529936234237,12368.1258440169,372.026018593304,1395,65535,1495,100,0,0,0,1,1,1,
218,808.650808703711,12366.2771277386,373.874734871624,1364,65535,1444.33333333333,80.3333333333333,0,0,0,1,1,1,
